gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_per_tenure
0,0,1,1,0.0643026851883519,1,2,2,1,1,1,1,1,1,1,1,1,-1.3029658195658524,-0.6027284499406931,0,-9.37330141307807
1,0,1,0,-0.3431369275747509,1,2,0,2,0,0,2,0,0,1,1,2,-0.2143412992123476,-0.4131281368138351,0,1.203974575787495
1,0,0,0,0.7569500268856267,1,2,1,0,0,2,0,0,0,0,0,1,0.5053142997389005,0.864308109010856,1,1.1418298147989243
0,1,0,0,-0.7505765403378537,0,1,0,0,0,0,0,2,2,0,1,2,-0.6132266196472196,-0.7105767257844637,0,0.9467078806707907
1,0,1,0,1.082901717096109,1,2,1,2,2,2,2,2,2,2,0,2,1.627179263461978,1.887377721831964,0,1.7428892133379603
1,0,0,0,-1.1987601143772668,1,0,1,0,2,2,0,0,2,0,0,2,0.8510149107824564,-0.8889267585512638,0,0.7415384845474646
0,0,1,1,1.3273654847539706,1,2,1,2,0,2,2,2,2,2,0,2,1.4792592904673796,2.229871550989333,0,1.6799228069446475
1,1,0,0,-1.1172721918246462,1,0,1,0,0,0,0,0,0,0,1,3,0.181219976885567,-0.8609334138906491,1,0.770567297915682
0,0,1,1,1.082901717096109,1,2,0,2,2,2,2,2,2,2,0,1,0.8476908664454988,1.2841862195468203,0,1.1858751346248415
1,0,1,1,1.6125732136881423,0,1,0,2,2,2,2,2,2,2,1,1,0.0150177600377037,0.9686489445070792,0,0.600685250309762
0,0,1,1,1.2051336009250395,1,0,1,0,2,2,0,2,2,0,1,2,1.17510923363579,1.7647496659073325,1,1.4643601875781584
1,0,0,0,-0.1801610824695097,1,2,1,2,2,0,0,0,2,0,1,1,0.987300728597704,0.165930411130321,1,-0.9210114018847712
1,0,0,0,-1.1987601143772668,1,0,0,0,0,0,2,0,2,0,0,3,-0.1378882794623305,-0.920493721679191,0,0.7678714954220595
1,0,0,1,-0.5468567339563023,1,2,2,1,1,1,1,1,1,0,1,1,-1.3528264846202114,-0.813593998885386,0,1.4877644332901236
1,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,1,3,-1.5057325241202455,-0.998760377987986,0,0.7801303725355238
1,0,0,0,-0.3431369275747509,1,0,1,0,2,2,2,0,0,0,1,2,0.703094937787858,-0.0777153664713248,0,0.22648499833756555
1,1,0,0,1.0014137945434884,1,0,0,0,0,2,2,0,0,1,1,2,-0.375557449554775,0.3319933729940775,0,0.3315246652313416
0,0,0,0,1.6125732136881423,1,2,2,1,1,1,1,1,1,2,0,1,-1.3079518860712882,-0.1839091893209693,0,-0.11404703225867657
1,0,0,0,1.4088534073065913,1,0,2,1,1,1,1,1,1,2,0,0,-1.472492080750673,-0.3760463303721541,0,-0.2669165779930714
1,0,1,1,0.797693988161937,1,0,2,1,1,1,1,1,1,1,1,1,-1.4608579255713223,-0.5345870459559503,0,-0.6701655696161843
1,0,1,1,1.5718292524118322,1,2,0,2,2,2,2,2,2,2,0,1,0.8343946890976701,1.841450106715021,0,1.171533169960719
0,0,1,0,-0.2616490050221303,1,2,2,1,1,1,1,1,1,1,0,3,-1.2896696422180234,-0.7055692480555753,0,2.6966249995710787
0,0,0,0,0.1050466464646622,1,2,1,2,2,2,2,2,2,2,1,3,1.6088970196087131,0.7194662642184243,0,6.849016969432275
0,0,1,1,0.9199258719908678,1,0,1,0,0,0,0,0,0,2,1,1,0.1413314448420797,0.687943419837007,0,0.7478248419605664
0,0,1,1,0.0235587239120416,1,0,2,1,1,1,1,1,1,2,0,3,-1.485788258098502,-0.7116135163274495,0,-30.205944896859275
1,0,1,0,1.6125732136881423,1,2,1,2,2,2,0,2,2,2,1,2,1.4908934456467302,2.469303988299272,0,1.5312817845037165
1,0,0,1,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,1,3,-1.5157046571311177,-0.998892734227516,0,0.7802337558141635
1,0,0,0,-0.9135523854430948,0,1,0,0,0,0,0,0,2,0,1,3,-1.0270701395983994,-0.8756911345982545,1,0.9585560155628332
0,1,1,0,0.1865345690172827,1,0,1,0,0,2,2,2,0,0,0,2,0.8377187334346272,0.4802103018945264,0,2.5743769877316107
1,0,0,0,-0.8320644628904743,0,1,0,0,2,0,2,0,0,0,0,3,-1.023746095261442,-0.81216013962381,0,0.9760783879682596
1,0,1,1,-1.2802480369298874,1,0,2,1,1,1,1,1,1,1,0,3,-1.4758161250876305,-0.9983633092693956,0,0.779820222699604
1,0,1,0,1.2051336009250395,0,1,0,2,2,0,2,0,0,2,1,1,-0.8708400557614077,0.0274637252085889,0,0.02278894654294613
0,0,0,0,-1.2802480369298874,0,1,0,0,0,0,0,0,0,0,0,0,-1.3145999747452028,-0.996223550063659,0,0.7781488596949258
0,0,0,0,-0.5876006952326126,1,2,0,2,0,2,0,0,0,0,1,3,-0.1395503016308091,-0.4971964082886991,0,0.8461467325049279
1,1,1,0,1.490341329859212,1,2,1,0,2,0,0,2,0,0,1,2,0.8360567112661487,1.7029172426735235,1,1.1426357228074677
1,0,0,0,-1.2395040756535771,1,0,1,0,2,0,0,0,0,0,1,2,0.330801972048644,-0.943479588610917,0,0.7611750595603571
1,0,1,1,-0.5468567339563023,1,0,2,1,1,1,1,1,1,0,0,3,-1.4691680364137156,-0.8242927949140685,0,1.5073285994864156
1,0,0,0,-0.8320644628904743,1,2,1,0,0,0,0,2,0,0,1,2,0.653234272733499,-0.5399033549104091,1,0.6488720273365133
1,0,0,0,-0.9542963467194052,1,0,2,1,1,1,1,1,1,0,0,3,-1.4758161250876305,-0.9271556524022057,0,0.9715594695395184
1,0,0,0,-0.22090504374582,1,0,0,2,0,2,2,2,2,1,0,2,0.5618230534671742,-0.0312142076497521,0,0.14130147107762783
1,0,0,1,-0.22090504374582,1,2,1,0,0,0,2,0,0,0,1,2,0.4886940780541142,-0.045332206532962,1,0.20521127885664123
1,0,1,1,-1.2802480369298874,1,0,1,0,0,0,0,2,2,0,0,3,0.8094643565704907,-0.9680316710437492,1,0.7561282213446294
0,1,0,0,-0.3431369275747509,1,0,2,1,1,1,1,1,1,0,1,3,-1.4791401694245876,-0.8044393589845545,0,2.3443683682494676
1,1,0,0,-0.7505765403378537,1,2,1,0,0,0,0,0,0,0,1,2,0.3374500607225587,-0.5499624291146961,1,0.7327199819849737
0,1,0,0,-0.0171852373642686,1,0,1,0,2,0,0,0,0,0,1,2,0.3191678168692938,-0.0028017348972924,1,0.16303149254823465
0,0,0,0,-0.8728084241667845,1,0,2,1,1,1,1,1,1,1,0,3,-1.4891123024354591,-0.9138538503294314,0,1.047026844638708
1,0,0,0,-1.2802480369298874,1,2,2,1,1,1,1,1,1,0,1,3,-1.322910085587596,-0.9963338469299342,0,0.7782350124271257
1,1,0,1,0.227278530293593,1,2,1,2,0,0,0,0,0,0,1,3,0.5202724992552084,0.3879580029420517,0,1.7069716283403311
0,0,1,1,-0.9542963467194052,1,0,2,1,1,1,1,1,1,2,0,3,-1.4974224132778524,-0.9144273940340616,0,0.9582216228508036
1,0,1,1,0.8791819107145575,1,2,0,2,2,0,2,0,0,2,1,1,0.028313937385533,0.5662197982158317,0,0.6440303096723577
0,0,0,0,-0.1394171211931994,1,2,0,0,0,0,0,2,2,1,1,1,0.2061503094127465,-0.0896494874022883,0,0.6430306883044526
1,1,1,0,0.4717422979514547,1,2,1,0,0,2,0,2,0,0,1,2,0.8111263787389692,0.7751220629408282,0,1.6431048610794556
1,0,1,1,1.082901717096109,1,0,0,2,2,2,2,2,2,2,1,2,0.729687292483516,1.2806346604527628,0,1.182595465714923
0,0,0,0,-1.1987601143772668,1,0,0,0,0,0,0,0,2,0,1,2,-0.3157246514895444,-0.9208246122780162,1,0.7681475227897177
0,0,1,1,-0.5876006952326126,1,0,0,2,2,0,2,0,0,1,1,3,-0.1096339025981937,-0.5275942246341104,0,0.8978788298152923
1,1,0,0,1.4088534073065913,1,2,2,1,1,1,1,1,1,2,0,1,-1.3195860412506386,-0.2696319137899594,0,-0.19138393845065438
0,0,1,1,-0.4246248501273714,1,0,0,0,2,0,2,0,0,0,0,2,-0.3207107179949802,-0.4752693912732137,1,1.1192689055542813
1,0,0,1,0.0235587239120416,0,1,0,2,0,0,2,0,0,1,0,1,-1.0220840730929637,-0.5159027568089521,0,-21.89858664395902
1,0,0,0,-1.1172721918246462,1,0,2,1,1,1,1,1,1,0,0,3,-1.4907743246039378,-0.9601344154184536,0,0.8593558690925917
0,0,0,0,-1.2395040756535771,1,0,2,1,1,1,1,1,1,0,0,3,-1.4907743246039378,-0.9905322317638652,0,0.7991359215511802
1,0,1,1,1.6125732136881423,1,2,0,2,2,2,2,2,2,2,0,1,0.8277466004237555,1.7894561639529498,0,1.10968987253624
1,0,0,1,-0.9542963467194052,1,0,2,1,1,1,1,1,1,0,0,3,-1.4758161250876305,-0.9261409212324748,0,0.9704961403407646
1,0,1,1,1.4088534073065913,1,2,2,1,1,1,1,1,1,2,0,3,-1.2796975092071516,-0.2622420237495292,0,-0.18613861626020878
0,0,1,0,-0.6690886177852331,1,2,1,0,0,0,0,2,0,0,1,2,0.6698544944182854,-0.3992969097829404,1,0.5967773164407774
0,0,0,0,-0.9950403079957154,1,0,2,1,1,1,1,1,1,0,1,3,-1.4658439920767583,-0.9466561383596394,0,0.951374663672133
1,0,0,0,-1.1172721918246462,0,1,0,2,2,2,2,0,0,0,1,3,-0.7162719940928949,-0.910743478700474,1,0.8151491510883442
1,0,1,1,-0.3838808888510611,1,2,0,0,0,0,0,0,0,1,1,1,-0.5467457329080743,-0.5365503301756467,1,1.3977000308129917
1,0,0,0,-1.2802480369298874,1,0,1,0,0,0,0,2,0,0,1,2,0.4903561002225927,-0.9722670707087122,1,0.7594364862611058
0,1,1,0,0.7162060656093164,1,0,1,0,0,0,0,0,0,0,1,2,0.2078123315812251,0.512461105593359,1,0.7155218731041879
1,0,0,0,-0.6283446565089229,1,0,2,1,1,1,1,1,1,2,0,1,-1.5073945462887242,-0.8445432995621728,0,1.344076520447309
0,0,1,0,1.4495973685829016,1,2,1,2,2,2,0,2,2,2,1,0,1.5291199555217383,2.325190102824256,0,1.6040247817897992
1,0,0,0,-1.2802480369298874,1,2,1,0,0,0,0,2,0,0,0,2,0.6548962949019775,-0.9700831927564656,1,0.7577306621635477
0,1,1,0,-0.3023929662984406,1,0,1,0,0,0,0,0,0,0,1,2,0.1496415556844729,-0.2074465405840709,0,0.6860164213586097
1,0,0,0,1.4088534073065913,0,1,0,2,0,2,2,2,0,1,1,0,-0.5135052895385016,0.4579744536534708,0,0.3250689186528031
1,0,0,0,-0.0171852373642686,1,0,2,1,1,1,1,1,1,1,0,1,-1.477478147256109,-0.695223401998973,0,40.45468719823886
0,1,1,0,1.4088534073065913,1,2,1,2,2,0,0,2,2,1,1,2,1.3562696499999605,2.130427896355724,0,1.5121714475806391
1,1,1,0,1.6125732136881423,0,1,0,2,2,2,2,2,2,2,1,1,-0.0115745946579542,1.0402316107196043,0,0.6450755859577214
1,0,1,0,1.5718292524118322,1,2,1,0,2,2,2,2,2,2,1,1,1.4559909801086786,2.385765141782528,1,1.5178271673731631
1,0,0,1,-1.2802480369298874,1,0,0,0,2,0,0,0,0,0,1,2,-0.4952230456852367,-0.9853482790489364,0,0.7696542003000149
1,0,0,0,0.5532302205040753,0,1,0,0,2,0,0,0,0,0,0,0,-1.146735735728861,-0.3984807129725048,1,-0.7202800899224727
0,1,0,0,-1.2395040756535771,0,1,0,0,0,2,0,0,0,0,1,2,-1.1434116913919037,-0.9726641394273026,1,0.7847204043394752
0,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,1,3,-0.6448050408483137,-0.9873336226418878,1,0.7712049494796133
0,0,1,0,0.6347181430566958,1,0,0,0,2,2,0,0,2,1,1,2,0.028313937385533,0.3579572553152307,0,0.5639625386968912
0,0,1,0,1.1643896396487294,1,2,1,0,0,2,2,2,2,1,1,0,1.2798166302499436,1.8684507795791605,0,1.604661116825834
0,0,1,0,-0.0171852373642686,1,0,1,0,2,0,0,0,2,0,0,0,0.6432621397226272,0.1335251918187031,1,-7.76976127756766
0,0,0,0,-1.2395040756535771,1,0,0,0,0,0,0,0,0,0,0,2,-0.6763834620494076,-0.9708773301936464,0,0.7832788526183049
0,0,0,0,-1.1987601143772668,1,0,2,1,1,1,1,1,1,0,0,2,-1.4974224132778524,-0.9813996512362888,1,0.8186789328956839
0,0,0,0,-1.1172721918246462,1,0,1,0,0,0,2,0,2,0,1,1,0.6848126939345931,-0.8194617921712201,1,0.7334486601988507
0,0,1,1,1.5718292524118322,1,2,0,2,2,2,2,2,2,2,0,0,0.8343946890976701,1.7909562013342906,0,1.139408875732671
1,0,1,0,0.1865345690172827,1,2,0,2,0,0,0,0,0,0,1,3,-0.3240347623319375,-0.1114220888049885,0,-0.5973267549923419
1,0,1,1,1.3273654847539706,1,2,1,0,0,2,2,2,2,2,1,0,1.3064089849456015,1.9486145419878864,0,1.4680316494360748
0,0,0,1,1.4088534073065913,1,2,1,0,2,0,2,2,2,1,1,0,1.3895100933695332,2.188907294854769,0,1.5536799524369709
1,0,0,1,0.6754621043330061,1,2,1,0,0,0,0,0,0,0,0,1,0.3457601715649518,0.6154563193210264,1,0.9111633582001862
1,0,1,1,0.7162060656093164,1,2,0,2,0,0,2,2,0,2,1,1,0.1895300877279602,0.530902741634552,0,0.7412709374122424
1,0,1,1,-0.3023929662984406,1,0,2,1,1,1,1,1,1,1,0,2,-1.5024084797832884,-0.8259693072814497,0,2.731443516666575
0,0,0,1,-0.6283446565089229,1,2,0,0,0,2,0,0,0,1,1,3,-0.2974424076362792,-0.5937502850259018,1,0.9449436370236247
0,0,1,1,1.2866215234776603,1,2,2,1,1,1,1,1,1,2,1,3,-1.35448850678869,-0.3194860973462944,0,-0.2483139691948746
1,0,1,0,-0.3023929662984406,0,1,0,0,0,2,0,2,0,1,1,1,-0.887460277446194,-0.5792352174241016,0,1.9155049289487678
1,1,0,0,-0.3838808888510611,1,2,1,0,2,2,0,2,2,0,1,2,1.382862004695619,0.0883255360191765,1,-0.23008578594139192
1,1,1,0,-0.3431369275747509,0,1,0,0,0,2,2,0,0,0,0,3,-1.0154359844190488,-0.6419720749613657,0,1.870891831720778
0,0,0,0,0.1865345690172827,1,2,1,0,0,2,0,2,2,0,1,2,1.1717851892988325,0.6738033615805423,0,3.6122171087661155
0,0,0,0,-0.4653688114036817,1,0,1,0,0,0,0,0,0,0,1,2,0.1280352674942509,-0.3485824106696598,0,0.7490454927957857
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,1,3,-0.6315088635004846,-0.9871571476558476,0,0.7710671051080933
0,0,0,0,-0.9135523854430948,1,2,1,0,0,0,0,0,0,0,1,3,0.3640424154182167,-0.6644285169349714,0,0.7273020436728515
1,0,0,0,-1.076528230548336,1,0,1,0,2,0,0,0,2,0,1,2,0.6515722505650204,-0.7619088873488848,1,0.7077463142427785
1,0,1,0,0.7569500268856267,1,2,1,2,2,0,0,0,2,1,1,1,1.0504575709998925,1.1593301669234328,0,1.5315808517681773
0,0,0,0,-0.9135523854430948,1,0,2,1,1,1,1,1,1,0,1,3,-1.4708300585821945,-0.924707061970899,0,1.0122102210070787
0,0,0,0,-1.076528230548336,0,1,0,2,2,0,2,0,2,0,0,1,-0.4603205801471852,-0.8716542692925867,0,0.809690117321498
1,0,1,1,0.5939741817803856,1,2,0,2,2,2,2,2,2,2,1,3,0.8543389551194135,0.8978383563584795,0,1.5115780852078244
0,0,1,1,1.1643896396487294,1,2,0,2,2,2,2,0,2,1,1,2,0.4853700337171571,1.1194027013318548,0,0.9613643605327455
0,0,0,0,0.797693988161937,0,1,0,2,2,2,0,2,2,2,1,0,-0.2010451218645185,0.3332066385231034,0,0.4177123602133257
0,0,1,1,0.1050466464646622,1,2,0,2,2,0,0,0,0,0,1,1,-0.1777768115058176,-0.0645900393845906,0,-0.6148700749463597
1,0,1,0,1.5718292524118322,1,2,1,0,2,2,0,2,2,1,1,0,1.359593694336918,2.2892553837918355,0,1.4564275224418788
0,0,0,0,-1.076528230548336,1,0,0,2,2,0,0,0,0,0,0,2,-0.2841462302884502,-0.8356974908869116,1,0.7762894341017367
1,0,1,0,0.512486259227765,1,0,0,2,0,2,0,0,0,2,0,1,-0.3822055382286897,0.0057131831791436,0,0.011147973387135208
0,1,0,0,-1.2395040756535771,1,2,1,0,0,0,0,2,0,0,1,2,0.6897987604400287,-0.924662943224389,1,0.745994274150994
0,0,0,0,-1.1580161531009563,1,0,0,0,2,0,0,2,2,0,1,0,0.1280352674942509,-0.8921033082999861,1,0.7703720763402963
1,0,0,0,-1.2395040756535771,0,1,0,0,0,0,0,0,0,0,0,3,-1.346178395946297,-0.9903998755243352,0,0.7990291399422047
1,0,0,0,-1.1580161531009563,1,0,1,0,0,0,0,2,0,0,0,2,0.4338473464943191,-0.8753602439994292,1,0.7559136732724963
1,0,0,0,0.7569500268856267,1,2,0,2,0,0,2,0,0,1,0,1,-0.16281861198951,0.3354346352218598,0,0.4431397361883483
1,0,1,1,1.1236456783724194,1,2,2,1,1,1,1,1,1,1,0,1,-1.3578125511256471,-0.3427587361303357,0,-0.30504165390180255
1,0,0,0,-0.9542963467194052,1,0,2,1,1,1,1,1,1,1,1,3,-1.4841262359300234,-0.9351411455205212,0,0.9799274080166669
1,0,0,0,-1.1987601143772668,1,2,1,0,2,2,0,2,2,0,1,0,1.3479595391575674,-0.8647496854637668,1,0.7213700848839035
1,0,0,0,-0.6283446565089229,1,2,1,0,0,2,2,0,2,0,1,0,1.025527238472713,-0.2838160907929344,0,0.4516885563566562
0,0,0,0,-0.9950403079957154,1,2,1,0,0,0,0,2,0,0,1,2,0.7396594254943878,-0.6711345664044961,1,0.6744797783683211
1,0,1,1,0.5532302205040753,1,0,0,2,0,2,2,2,2,2,0,3,0.5385547431084732,0.6895978728311333,0,1.2464934981368274
0,0,0,0,1.4495973685829016,1,0,0,2,2,2,2,2,2,2,1,1,0.5867533859943537,1.4838456068779655,0,1.0236260350890016
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,2,0,0,1,3,-0.375557449554775,-0.9837600041745752,1,0.7684136009563362
0,0,1,0,-1.1580161531009563,1,0,2,1,1,1,1,1,1,1,0,0,-1.472492080750673,-0.9724876644412624,0,0.8397876504892593
0,0,0,0,-1.2802480369298874,0,1,0,0,0,0,0,0,0,0,1,3,-1.3195860412506386,-0.9962897281834242,1,0.7782005513342457
1,0,0,1,-0.1801610824695097,1,0,0,0,2,0,2,0,0,1,1,1,-0.3456410505221597,-0.3382586239863127,0,1.8775343672991043
0,0,0,0,0.2680224915699033,1,0,0,0,2,0,0,2,0,1,1,1,-0.2060311883699544,-0.0259420174418035,0,-0.09679044952478373
1,0,0,0,-0.8728084241667845,1,0,1,0,0,2,0,0,2,0,0,2,0.6648684279128493,-0.6152581739495419,0,0.7049177768155598
0,0,1,0,1.5718292524118322,0,1,0,0,2,2,2,2,2,2,1,1,-0.112957946935151,0.894308856637677,0,0.5689605631562331
1,0,0,1,-1.2395040756535771,1,0,2,1,1,1,1,1,1,0,0,3,-1.4758161250876305,-0.9884365913046386,0,0.7974452127423999
1,1,1,0,-0.0986731599168891,1,0,1,0,2,2,0,0,0,0,1,3,0.4936801445595503,0.0361109995245549,1,-0.36596577584999446
0,0,0,0,-0.6283446565089229,1,0,2,1,1,1,1,1,1,1,0,3,-1.4841262359300234,-0.8513375865247175,0,1.3548895143864854
0,0,1,0,0.9199258719908678,1,2,1,0,2,2,0,2,0,0,1,1,0.9856387064292256,1.230824595642938,0,1.3379606260874424
0,0,0,0,1.0421577558197987,1,2,1,2,0,0,0,0,0,0,1,0,0.4986662110649859,0.989825942831894,0,0.9497851331090092
0,0,0,0,-1.1172721918246462,1,0,0,2,0,0,2,0,0,0,0,2,-0.3522891391960741,-0.8713674974402715,1,0.7799061892135869
0,1,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,1,2,-1.5073945462887242,-0.998782437361241,1,0.7801476030819636
1,1,0,0,-0.9542963467194052,1,2,1,0,0,0,0,0,0,0,1,2,0.3075336616899431,-0.708039897860137,0,0.7419497101651634
1,0,0,0,-0.2616490050221303,1,0,0,0,0,0,2,0,0,0,0,0,-0.5201533782124163,-0.461482282988829,0,1.7637456062552075
0,0,0,0,0.7162060656093164,1,0,2,1,1,1,1,1,1,2,0,1,-1.509056568457203,-0.55560962866798,0,-0.7757678346319113
0,0,1,0,1.6125732136881423,1,2,1,2,2,2,2,2,2,2,1,0,1.6238552191250208,2.6027631964921154,0,1.6140434272372004
0,0,0,1,0.4309983366751445,1,0,1,2,2,0,2,2,2,1,1,1,1.3695658273477898,0.9922304145166906,0,2.302167618954322
1,0,0,0,0.960669833267178,1,2,2,1,1,1,1,1,1,2,1,0,-1.2913316643865018,-0.3702667745793401,0,-0.3854256288240945
0,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,3,-1.5190287014680746,-0.998936852974026,0,0.7802682169070435
1,0,1,1,1.6125732136881423,1,2,1,0,2,2,0,2,2,2,1,2,1.2831406745869012,2.2453572310143546,1,1.3924063800358941
1,0,1,0,1.6125732136881423,1,2,1,2,2,0,2,0,2,2,1,0,1.1884054109836186,2.224378767048835,0,1.3793970705748126
1,0,1,0,0.1457906077409725,1,2,1,0,0,0,0,2,2,0,1,2,1.0172171276303197,0.5254099576940531,0,3.6038669831705055
1,0,0,0,-1.1172721918246462,1,0,0,0,0,2,2,2,2,0,0,0,0.3440981493964733,-0.8341312753858053,0,0.7465783910933681
0,0,0,0,-0.791320501614164,1,2,1,0,2,2,0,0,0,0,1,2,0.653234272733499,-0.5403224830022544,1,0.6828111768873486
0,1,0,0,0.4717422979514547,1,0,1,0,2,2,0,0,2,1,0,1,0.8094643565704907,0.753305342791618,0,1.5968577464069966
0,1,1,1,1.5310852911355222,1,2,1,0,2,2,2,2,2,1,1,2,1.432722669749978,2.2908877774127068,0,1.496250921275379
1,0,0,0,0.4717422979514547,1,0,2,1,1,1,1,1,1,1,0,1,-1.5057325241202455,-0.6387514064661334,0,-1.3540261478352
0,1,1,0,-0.0171852373642686,1,2,1,0,0,0,0,2,0,0,1,1,0.703094937787858,0.1523418372052314,1,-8.864692059591755
0,0,1,0,1.490341329859212,1,2,2,1,1,1,1,1,1,2,1,1,-1.3245721077560746,-0.2492490529023252,0,-0.16724293147387317
0,1,0,0,-0.6690886177852331,1,0,0,0,0,0,2,2,0,0,0,2,-0.1794388336742964,-0.5556316880412351,1,0.8304306384413553
1,1,1,1,1.4495973685829016,1,0,2,1,1,1,1,1,1,1,0,0,-1.5057325241202455,-0.4807842345869676,0,-0.3316674305617518
1,0,0,0,-0.6690886177852331,1,0,1,0,0,0,0,0,0,0,1,1,0.1712478438746953,-0.4755120443790189,0,0.7106861957284868
1,0,1,1,1.4495973685829016,1,0,0,2,2,0,2,2,2,2,0,0,0.6000495633421824,1.5411337992212404,0,1.0631461070654558
1,0,0,0,-1.1580161531009563,1,0,2,1,1,1,1,1,1,0,0,3,-1.522352745805032,-0.9725538425610274,0,0.8398447983274718
0,0,1,1,-0.2616490050221303,0,1,0,2,2,0,2,0,0,0,0,1,-0.8625299449190146,-0.5550802037098597,0,2.121468811482432
0,0,0,0,-0.1394171211931994,0,1,0,0,2,0,0,0,0,0,1,2,-1.136763602717989,-0.6295526478187919,1,4.5156049876139654
1,0,0,1,-1.1172721918246462,1,0,2,1,1,1,1,1,1,0,0,1,-1.477478147256109,-0.9535386628152042,0,0.853452426179117
1,0,1,0,1.5310852911355222,1,2,1,0,2,2,0,2,0,1,1,0,1.0039209502824906,1.9057531797533915,0,1.2447073920617437
1,0,1,0,-0.3431369275747509,1,0,0,2,0,0,2,2,2,1,0,0,0.3191678168692938,-0.2516535245871218,0,0.7333909712538886
0,1,1,0,1.6125732136881423,1,2,0,2,2,2,2,0,2,2,0,0,0.453791612516063,1.4995739400087913,0,0.9299261126749659
1,0,0,0,-1.2802480369298874,1,0,1,0,0,0,2,0,0,0,1,3,0.3158437725323362,-0.9745833049004888,0,0.7612456936373039
1,0,1,0,1.5310852911355222,0,1,0,0,2,2,2,0,2,1,1,0,-0.4569965358102282,0.596419080201948,0,0.38954007569337734
0,0,1,1,0.1457906077409725,1,0,2,1,1,1,1,1,1,0,0,0,-1.5157046571311177,-0.6972528643384344,0,-4.782563672258298
0,1,0,0,0.227278530293593,1,2,1,0,0,0,2,2,2,0,1,2,1.155164967614046,0.6401407579933885,1,2.8165474194437548
0,0,0,0,-0.6283446565089229,1,0,1,0,0,0,0,0,0,0,1,2,0.1729098660431739,-0.5024244797501377,1,0.7996001470619699
0,0,1,1,0.3495104141225239,1,2,1,0,2,2,2,2,2,1,1,0,1.472611201793465,0.9577957328656114,0,2.7403925438680856
0,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,1,2,-0.648129085185271,-0.9873777413883978,1,0.7712394105724931
1,0,0,0,-1.2395040756535771,0,1,0,0,0,0,2,0,0,0,0,0,-1.1616939352451685,-0.9740097611958586,1,0.7858060173640605
1,0,0,0,-0.7505765403378537,1,0,1,0,0,2,0,0,0,0,0,2,0.3873107257769176,-0.5143144819345912,0,0.6852258954204524
1,1,0,0,-1.2395040756535771,1,0,1,0,2,2,2,0,2,0,1,1,1.0072449946194475,-0.9278394929731112,1,0.7485570327664082
1,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,3,-1.495760391109374,-0.9986280217484556,1,0.7800269892568835
1,0,1,1,-0.791320501614164,1,2,0,0,2,2,2,2,0,0,1,2,0.2659831074779772,-0.5970371316408991,0,0.7544820719582537
1,0,0,0,-1.076528230548336,1,0,2,1,1,1,1,1,1,0,0,3,-1.5240147679735103,-0.9587667342766428,0,0.8906099320667972
0,0,0,0,-1.1580161531009563,1,0,1,0,2,0,0,0,0,0,1,0,0.3939588144508323,-0.8601833951999787,1,0.7428077690423956
0,0,1,1,-1.1172721918246462,1,0,1,0,2,0,2,2,2,0,1,3,1.1418687902662172,-0.802189302912543,1,0.7179891424689151
0,0,1,0,-0.7098325790615434,1,0,1,2,0,2,0,2,2,0,0,2,1.228293943027106,-0.2708451793189853,0,0.38156205746017563
0,0,0,0,0.5939741817803856,1,0,1,2,0,0,0,0,0,0,0,1,0.354070282407345,0.5566901489696651,0,0.9372295396763459
0,0,0,0,-0.9950403079957154,1,0,0,0,0,2,2,0,2,0,0,3,-0.023208749837305,-0.784982991773631,0,0.7888956713269258
1,0,0,0,-0.6283446565089229,0,1,0,0,0,0,0,0,0,0,1,3,-1.3013037973973738,-0.8131528114202856,0,1.2941190841633876
1,0,1,1,-0.7098325790615434,1,0,1,2,0,0,0,0,0,0,0,3,0.3424361272279943,-0.4993141081211806,0,0.7034251777810968
0,0,0,0,-0.2616490050221303,1,0,1,2,0,2,2,0,2,1,1,0,1.0321753271466272,0.084729858178609,0,-0.3238302326868873
0,0,0,0,-0.3838808888510611,1,2,0,2,0,0,0,0,0,0,0,2,-0.3456410505221597,-0.4562100927808803,0,1.188415745692101
0,1,0,0,-1.1580161531009563,1,0,1,0,2,0,0,0,0,0,0,2,0.2643210853094987,-0.8671762165218185,0,0.7488463906135321
1,0,0,1,-0.1394171211931994,1,0,2,1,1,1,1,1,1,1,0,3,-1.494098368940895,-0.7713061803555213,0,5.5323634124296115
0,0,0,0,-0.3023929662984406,1,0,2,1,1,1,1,1,1,0,0,3,-1.5206907236365534,-0.8038437559066692,0,2.658275308934706
